,frame,x,y,ts,dst_px,dst_cm,speed_cms,angle,dir,box,wall_hit_B1B2,wall_hit_B2C,wall_hit_CD1,wall_hit_D1D2,wall_hit_CE1,wall_hit_E1E2,sharp_turns
0,3,339,462,0.05,3.0,0.02,,90.0,3,E1,0,0,0,0,0,0,0
1,4,339,459,0.07,64.07,0.51,,87.32,3,E1,0,0,0,0,0,0,1
2,5,336,395,0.08,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
3,6,336,395,0.1,1.41,0.01,,45.0,2,E1,0,0,0,0,0,0,1
4,7,335,394,0.12,27.86,0.22,,68.96,3,E1,0,0,0,0,0,0,1
5,8,325,368,0.13,1.41,0.01,,45.0,2,E1,0,0,0,0,0,0,1
6,9,324,367,0.15,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
7,10,324,366,0.17,2.24,0.02,,63.43,2,E1,0,0,0,0,0,0,1
8,11,323,364,0.18,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
9,12,323,364,0.2,2.24,0.02,,63.43,2,E1,0,0,0,0,0,0,1
10,13,322,362,0.22,2.24,0.02,,63.43,2,E1,0,0,0,0,0,0,1
11,14,321,360,0.23,2.24,0.02,,63.43,2,E1,0,0,0,0,0,0,1
12,15,320,358,0.25,1.41,0.01,,45.0,2,E1,0,0,0,0,0,0,1
13,16,319,357,0.27,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
14,17,319,356,0.28,2.83,0.02,,45.0,2,E1,0,0,0,0,0,0,1
15,18,317,354,0.3,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
16,19,317,353,0.32,5.0,0.04,,90.0,3,E1,0,0,0,0,0,0,0
17,20,317,348,0.33,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
18,21,317,348,0.35,5.66,0.04,,45.0,2,E1,0,0,0,0,0,0,1
19,22,313,344,0.37,2.24,0.02,,63.43,2,E1,0,0,0,0,0,0,1
20,23,312,342,0.38,4.47,0.04,,63.43,2,E1,0,0,0,0,0,0,1
21,24,310,338,0.4,6.32,0.05,,71.57,3,E1,0,0,0,0,0,0,1
22,25,308,332,0.42,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
23,26,308,332,0.43,4.12,0.03,,75.96,3,E1,0,0,0,0,0,0,1
24,27,307,328,0.45,3.16,0.03,,71.57,3,E1,0,0,0,0,0,0,1
25,28,306,325,0.47,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
26,29,306,325,0.48,2.24,0.02,,63.43,2,E1,0,0,0,0,0,0,1
27,30,305,323,0.5,5.83,0.05,,59.04,2,E1,0,0,0,0,0,0,1
28,31,302,318,0.52,1.41,0.01,,225.0,6,E1,0,0,0,0,0,0,0
29,32,303,319,0.53,1.41,0.01,,45.0,2,E1,0,0,0,0,0,0,1
30,33,302,318,0.55,2.0,0.02,,90.0,3,E1,0,0,0,0,0,0,0
31,34,302,316,0.57,2.83,0.02,,45.0,2,E1,0,0,0,0,0,0,1
32,35,300,314,0.58,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
33,36,300,313,0.6,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
34,37,300,312,0.62,1.41,0.01,,45.0,2,E1,0,0,0,0,0,0,1
35,38,299,311,0.63,3.61,0.03,,56.31,2,E1,0,0,0,0,0,0,1
36,39,297,308,0.65,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
37,40,297,307,0.67,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
38,41,297,307,0.68,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
39,42,297,306,0.7,1.41,0.01,,45.0,2,E1,0,0,0,0,0,0,1
40,43,296,305,0.72,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
41,44,296,304,0.73,1.41,0.01,,45.0,2,E1,0,0,0,0,0,0,1
42,45,295,303,0.75,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
43,46,295,302,0.77,2.24,0.02,,116.57,4,E1,0,0,0,0,0,0,0
44,47,296,300,0.78,1.41,0.01,,45.0,2,E1,0,0,0,0,0,0,1
45,48,295,299,0.8,1.41,0.01,,135.0,4,E1,0,0,0,0,0,0,0
46,49,296,298,0.82,3.16,0.03,,71.57,3,E1,0,0,0,0,0,0,1
47,50,295,295,0.83,3.61,0.03,,123.69,4,E1,0,0,0,0,0,0,0
48,51,297,292,0.85,2.24,0.02,,116.57,4,E1,0,0,0,0,0,0,0
49,52,298,290,0.87,3.61,0.03,,146.31,4,E1,0,0,0,0,0,0,0
50,53,301,288,0.88,3.61,0.03,,123.69,4,E1,0,0,0,0,0,0,0
51,54,303,285,0.9,2.83,0.02,,135.0,4,E1,0,0,0,0,0,0,0
52,55,305,283,0.92,1.0,0.01,,180.0,5,E1,0,0,0,0,0,0,0
53,56,306,283,0.93,4.0,0.03,,90.0,3,E1,0,0,0,0,0,0,0
54,57,306,279,0.95,2.0,0.02,,180.0,5,E1,0,0,0,0,0,0,0
55,58,308,279,0.97,2.24,0.02,,116.57,4,E1,0,0,0,0,0,0,0
56,59,309,277,0.98,2.24,0.02,,116.57,4,E1,0,0,0,0,0,0,0
57,60,310,275,1.0,2.24,0.02,,116.57,4,E1,0,0,0,0,0,0,0
58,61,311,273,1.02,3.16,0.03,,161.57,5,E1,0,0,0,0,0,0,0
59,62,314,272,1.03,2.24,0.02,1.78,116.57,4,E1,0,0,0,0,0,0,0
60,63,315,270,1.05,2.24,0.02,1.78,116.57,4,E1,0,0,0,0,0,0,0
61,64,316,268,1.07,2.0,0.02,1.29,90.0,3,E1,0,0,0,0,0,0,0
62,65,316,266,1.08,2.83,0.02,1.31,135.0,4,E1,0,0,0,0,0,0,0
63,66,318,264,1.1,2.24,0.02,1.32,116.57,4,E1,0,0,0,0,0,0,0
64,67,319,262,1.12,2.24,0.02,1.12,153.43,4,E1,0,0,0,0,0,0,0
65,68,321,261,1.13,5.0,0.04,1.15,126.87,4,E1,0,0,0,0,0,0,0
66,69,324,257,1.15,1.41,0.01,1.15,135.0,4,E1,0,0,0,0,0,0,0
67,70,325,256,1.17,2.24,0.02,1.15,116.57,4,E1,0,0,0,0,0,0,0
68,71,326,254,1.18,2.24,0.02,1.17,116.57,4,E1,0,0,0,0,0,0,0
69,72,327,252,1.2,2.24,0.02,1.17,116.57,4,E1,0,0,0,0,0,0,0
70,73,328,250,1.22,2.24,0.02,1.17,116.57,4,E1,0,0,0,0,0,0,0
71,74,329,248,1.23,1.41,0.01,1.16,135.0,4,E1,0,0,0,0,0,0,0
72,75,330,247,1.25,8.94,0.07,1.22,116.57,4,E1,0,0,0,0,0,0,0
73,76,334,239,1.27,2.0,0.02,1.23,0.0,1,E1,0,0,0,0,0,0,1
74,77,332,239,1.28,2.24,0.02,1.23,153.43,4,E1,0,0,0,0,0,0,0
75,78,334,238,1.3,5.0,0.04,1.26,126.87,4,E1,0,0,0,0,0,0,0
76,79,337,234,1.32,2.0,0.02,1.24,90.0,3,E1,0,0,0,0,0,0,0
77,80,337,232,1.33,3.16,0.03,1.27,108.43,3,E1,0,0,0,0,0,0,0
