,frame,x,y,ts,dst_px,dst_cm,speed_cms,angle,dir,box,wall_hit_B1B2,wall_hit_B2C,wall_hit_CD1,wall_hit_D1D2,wall_hit_CE1,wall_hit_E1E2,sharp_turns
0,3,157,170,0.05,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
1,3,157,170,0.05,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
2,4,157,170,0.07,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
3,4,157,170,0.07,1.0,0.01,,0.0,1,B1,0,0,0,0,0,0,1
4,5,156,170,0.08,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
5,5,156,170,0.08,1.0,0.01,,0.0,1,B1,0,0,0,0,0,0,1
6,6,155,170,0.1,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
7,6,155,170,0.1,3.16,0.03,,108.43,3,B1,0,0,0,0,0,0,0
8,7,156,167,0.12,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
9,7,156,167,0.12,3.0,0.02,,270.0,7,B1,0,0,0,0,0,0,0
10,8,156,170,0.13,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
11,8,156,170,0.13,1.0,0.01,,0.0,1,B1,0,0,0,0,0,0,1
12,9,155,170,0.15,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
13,9,155,170,0.15,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
14,10,155,170,0.17,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
15,10,155,170,0.17,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
16,11,155,170,0.18,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
17,11,155,170,0.18,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
18,12,155,170,0.2,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
19,12,155,170,0.2,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
20,13,155,170,0.22,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
21,13,155,170,0.22,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
22,14,155,170,0.23,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
23,15,155,170,0.25,2.0,0.02,,180.0,5,B1,0,0,0,0,0,0,0
24,16,157,170,0.27,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
25,16,157,170,0.27,3.16,0.03,,71.57,3,B1,0,0,0,0,0,0,1
26,17,156,167,0.28,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
27,17,156,167,0.28,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
28,18,156,167,0.3,0.0,0.0,,0.0,1,B1,0,0,0,0,0,0,1
