,frame,x,y,ts,dst_px,dst_cm,speed_cms,angle,dir,box,wall_hit_B1B2,wall_hit_B2C,wall_hit_CD1,wall_hit_D1D2,wall_hit_CE1,wall_hit_E1E2,sharp_turns
0,3,328,441,0.05,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
1,3,328,441,0.05,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
2,4,328,441,0.07,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
3,4,328,441,0.07,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
4,5,328,441,0.08,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
5,5,328,441,0.08,1.0,0.01,,0.0,1,E1,0,0,0,0,0,0,1
6,6,327,441,0.1,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
7,6,327,441,0.1,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
8,7,327,441,0.12,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
9,7,327,441,0.12,1.0,0.01,,270.0,7,E1,0,0,0,0,0,0,0
10,8,327,442,0.13,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
11,8,327,442,0.13,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
12,9,327,442,0.15,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
13,9,327,442,0.15,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
14,10,327,442,0.17,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
15,10,327,442,0.17,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
16,11,327,442,0.18,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
17,11,327,442,0.18,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
18,12,327,442,0.2,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
19,12,327,442,0.2,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
20,13,327,442,0.22,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
21,13,327,442,0.22,1.0,0.01,,0.0,1,E1,0,0,0,0,0,0,1
22,14,326,442,0.23,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
23,14,326,442,0.23,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
24,15,326,442,0.25,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
25,15,326,442,0.25,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
26,16,326,441,0.27,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
27,16,326,441,0.27,3.16,0.03,,161.57,5,E1,0,0,0,0,0,0,0
28,17,329,440,0.28,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
29,17,329,440,0.28,4.0,0.03,,0.0,1,E1,0,0,0,0,0,0,1
30,18,325,440,0.3,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
31,18,325,440,0.3,1.0,0.01,,0.0,1,E1,0,0,0,0,0,0,1
32,19,324,440,0.32,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
33,19,324,440,0.32,2.24,0.02,,206.57,6,E1,0,0,0,0,0,0,0
34,20,326,441,0.33,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
35,20,326,441,0.33,2.0,0.02,,0.0,1,E1,0,0,0,0,0,0,1
36,21,324,441,0.35,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
37,21,324,441,0.35,1.0,0.01,,180.0,5,E1,0,0,0,0,0,0,0
38,22,325,441,0.37,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
39,22,325,441,0.37,1.0,0.01,,270.0,7,E1,0,0,0,0,0,0,0
40,23,325,442,0.38,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
41,23,325,442,0.38,1.0,0.01,,270.0,7,E1,0,0,0,0,0,0,0
42,24,325,443,0.4,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
43,24,325,443,0.4,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
44,25,325,443,0.42,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
45,25,325,443,0.42,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
46,26,325,443,0.43,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
47,26,325,443,0.43,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
48,27,325,443,0.45,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
49,27,325,443,0.45,1.0,0.01,,270.0,7,E1,0,0,0,0,0,0,0
50,28,325,444,0.47,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
51,28,325,444,0.47,1.0,0.01,,180.0,5,E1,0,0,0,0,0,0,0
52,29,326,444,0.48,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
53,29,326,444,0.48,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
54,30,326,444,0.5,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
55,30,326,444,0.5,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
56,31,326,444,0.52,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
57,31,326,444,0.52,1.41,0.01,,225.0,6,E1,0,0,0,0,0,0,0
58,32,327,445,0.53,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
59,32,327,445,0.53,0.0,0.0,0.21,0.0,1,E1,0,0,0,0,0,0,1
60,33,327,445,0.55,0.0,0.0,0.21,0.0,1,E1,0,0,0,0,0,0,1
61,33,327,445,0.55,0.0,0.0,0.21,0.0,1,E1,0,0,0,0,0,0,1
62,34,327,445,0.57,0.0,0.0,0.21,0.0,1,E1,0,0,0,0,0,0,1
63,34,327,445,0.57,0.0,0.0,0.21,0.0,1,E1,0,0,0,0,0,0,1
64,35,327,445,0.58,0.0,0.0,0.21,0.0,1,E1,0,0,0,0,0,0,1
65,35,327,445,0.58,0.0,0.0,0.2,0.0,1,E1,0,0,0,0,0,0,1
66,36,327,445,0.6,0.0,0.0,0.2,0.0,1,E1,0,0,0,0,0,0,1
67,36,327,445,0.6,0.0,0.0,0.2,0.0,1,E1,0,0,0,0,0,0,1
68,37,327,445,0.62,0.0,0.0,0.2,0.0,1,E1,0,0,0,0,0,0,1
69,37,327,445,0.62,0.0,0.0,0.19,0.0,1,E1,0,0,0,0,0,0,1
70,38,327,445,0.63,0.0,0.0,0.19,0.0,1,E1,0,0,0,0,0,0,1
71,38,327,445,0.63,0.0,0.0,0.19,0.0,1,E1,0,0,0,0,0,0,1
72,39,327,445,0.65,0.0,0.0,0.19,0.0,1,E1,0,0,0,0,0,0,1
73,39,327,445,0.65,0.0,0.0,0.19,0.0,1,E1,0,0,0,0,0,0,1
74,40,327,445,0.67,0.0,0.0,0.19,0.0,1,E1,0,0,0,0,0,0,1
75,40,327,445,0.67,1.0,0.01,0.2,180.0,5,E1,0,0,0,0,0,0,0
76,41,328,445,0.68,0.0,0.0,0.2,0.0,1,E1,0,0,0,0,0,0,1
77,41,328,445,0.68,1.41,0.01,0.21,135.0,4,E1,0,0,0,0,0,0,0
78,42,329,444,0.7,0.0,0.0,0.21,0.0,1,E1,0,0,0,0,0,0,1
79,42,329,444,0.7,0.0,0.0,0.21,0.0,1,E1,0,0,0,0,0,0,1
80,43,329,444,0.72,0.0,0.0,0.21,0.0,1,E1,0,0,0,0,0,0,1
81,43,329,444,0.72,0.0,0.0,0.2,0.0,1,E1,0,0,0,0,0,0,1
82,44,329,444,0.73,0.0,0.0,0.2,0.0,1,E1,0,0,0,0,0,0,1
83,44,329,444,0.73,0.0,0.0,0.2,0.0,1,E1,0,0,0,0,0,0,1
84,45,329,444,0.75,0.0,0.0,0.2,0.0,1,E1,0,0,0,0,0,0,1
85,45,329,444,0.75,0.0,0.0,0.19,0.0,1,E1,0,0,0,0,0,0,1
86,46,329,444,0.77,0.0,0.0,0.19,0.0,1,E1,0,0,0,0,0,0,1
87,46,329,444,0.77,1.0,0.01,0.17,270.0,7,E1,0,0,0,0,0,0,0
88,47,329,445,0.78,0.0,0.0,0.17,0.0,1,E1,0,0,0,0,0,0,1
89,47,329,445,0.78,0.0,0.0,0.14,0.0,1,E1,0,0,0,0,0,0,1
90,48,329,445,0.8,0.0,0.0,0.14,0.0,1,E1,0,0,0,0,0,0,1
91,48,329,445,0.8,0.0,0.0,0.13,0.0,1,E1,0,0,0,0,0,0,1
92,49,329,445,0.82,0.0,0.0,0.13,0.0,1,E1,0,0,0,0,0,0,1
93,49,329,445,0.82,0.0,0.0,0.11,0.0,1,E1,0,0,0,0,0,0,1
94,50,329,445,0.83,0.0,0.0,0.11,0.0,1,E1,0,0,0,0,0,0,1
95,50,329,445,0.83,0.0,0.0,0.09,0.0,1,E1,0,0,0,0,0,0,1
96,51,329,445,0.85,0.0,0.0,0.09,0.0,1,E1,0,0,0,0,0,0,1
97,51,329,445,0.85,0.0,0.0,0.08,0.0,1,E1,0,0,0,0,0,0,1
