,frame,x,y,ts,dst_px,dst_cm,speed_cms,angle,dir,box,wall_hit_B1B2,wall_hit_B2C,wall_hit_CD1,wall_hit_D1D2,wall_hit_CE1,wall_hit_E1E2,sharp_turns
0,3,320,354,0.05,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
1,3,320,354,0.05,2.0,0.02,,90.0,3,E1,0,0,0,0,0,0,0
2,4,320,352,0.07,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
3,4,320,352,0.07,1.41,0.01,,45.0,2,E1,0,0,0,0,0,0,1
4,5,319,351,0.08,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
5,5,319,351,0.08,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
6,6,319,350,0.1,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
7,6,319,350,0.1,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
8,7,319,349,0.12,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
9,7,319,349,0.12,1.41,0.01,,45.0,2,E1,0,0,0,0,0,0,1
10,8,318,348,0.13,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
11,8,318,348,0.13,2.24,0.02,,63.43,2,E1,0,0,0,0,0,0,1
12,9,317,346,0.15,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
13,9,317,346,0.15,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
14,10,317,345,0.17,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
15,10,317,345,0.17,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
16,11,317,344,0.18,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
17,11,317,344,0.18,2.24,0.02,,63.43,2,E1,0,0,0,0,0,0,1
18,12,316,342,0.2,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
19,12,316,342,0.2,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
20,13,316,341,0.22,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
21,13,316,341,0.22,2.0,0.02,,90.0,3,E1,0,0,0,0,0,0,0
22,14,316,339,0.23,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
23,14,316,339,0.23,2.0,0.02,,90.0,3,E1,0,0,0,0,0,0,0
24,15,316,337,0.25,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
25,15,316,337,0.25,2.24,0.02,,63.43,2,E1,0,0,0,0,0,0,1
26,16,315,335,0.27,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
27,16,315,335,0.27,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
28,17,315,335,0.28,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
29,17,315,335,0.28,1.41,0.01,,135.0,4,E1,0,0,0,0,0,0,0
30,18,316,334,0.3,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
31,18,316,334,0.3,4.47,0.04,,116.57,4,E1,0,0,0,0,0,0,0
32,19,318,330,0.32,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
33,19,318,330,0.32,5.1,0.04,,78.69,3,E1,0,0,0,0,0,0,1
34,20,317,325,0.33,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
35,20,317,325,0.33,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
36,21,317,324,0.35,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
37,21,317,324,0.35,2.0,0.02,,90.0,3,E1,0,0,0,0,0,0,0
38,22,317,322,0.37,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
39,22,317,322,0.37,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
40,23,317,322,0.38,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
41,23,317,322,0.38,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
42,24,317,321,0.4,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
43,24,317,321,0.4,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
44,25,317,321,0.42,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
45,25,317,321,0.42,4.0,0.03,,90.0,3,E1,0,0,0,0,0,0,0
46,26,317,317,0.43,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
47,26,317,317,0.43,6.0,0.05,,90.0,3,E1,0,0,0,0,0,0,0
