,frame,x,y,ts,dst_px,dst_cm,speed_cms,angle,dir,box,wall_hit_B1B2,wall_hit_B2C,wall_hit_CD1,wall_hit_D1D2,wall_hit_CE1,wall_hit_E1E2,sharp_turns
0,3,400,175,0.05,0.0,0.0,,0.0,1,D1,0,0,0,0,0,0,1
1,3,400,175,0.05,3.61,0.03,,303.69,8,D1,0,0,0,0,0,0,1
2,4,398,178,0.07,0.0,0.0,,0.0,1,D1,0,0,0,0,0,0,1
3,4,398,178,0.07,2.83,0.02,,315.0,8,D1,0,0,0,0,0,0,1
4,5,396,180,0.08,0.0,0.0,,0.0,1,D1,0,0,0,0,0,0,1
5,5,396,180,0.08,2.24,0.02,,333.43,8,D1,0,0,0,0,0,0,1
6,6,394,181,0.1,0.0,0.0,,0.0,1,D1,0,0,0,0,0,0,1
7,6,394,181,0.1,2.24,0.02,,26.57,2,D1,0,0,0,0,0,0,1
8,7,392,180,0.12,0.0,0.0,,0.0,1,D1,0,0,0,0,0,0,1
9,7,392,180,0.12,1.0,0.01,,180.0,5,D1,0,0,0,0,0,0,0
10,8,393,180,0.13,0.0,0.0,,0.0,1,D1,0,0,0,0,0,0,1
11,8,393,180,0.13,4.12,0.03,,75.96,3,D1,0,0,0,0,0,0,1
12,9,392,176,0.15,0.0,0.0,,0.0,1,D1,0,0,0,0,0,0,1
13,9,392,176,0.15,2.0,0.02,,90.0,3,D1,0,0,0,0,0,0,0
14,10,392,174,0.17,0.0,0.0,,0.0,1,D1,0,0,0,0,0,0,1
15,10,392,174,0.17,2.24,0.02,,26.57,2,D1,0,0,0,0,0,0,1
16,11,390,173,0.18,0.0,0.0,,0.0,1,D1,0,0,0,0,0,0,1
17,11,390,173,0.18,2.24,0.02,,63.43,2,D1,0,0,0,0,0,0,1
18,12,389,171,0.2,0.0,0.0,,0.0,1,D1,0,0,0,0,0,0,1
19,12,389,171,0.2,3.0,0.02,,0.0,1,D1,0,0,0,0,0,0,1
20,13,386,171,0.22,0.0,0.0,,0.0,1,D1,0,0,0,0,0,0,1
21,13,386,171,0.22,2.0,0.02,,0.0,1,D1,0,0,0,0,0,0,1
22,14,384,171,0.23,0.0,0.0,,0.0,1,C,0,0,1,0,0,0,1
23,14,384,171,0.23,2.0,0.02,,0.0,1,C,0,0,0,0,0,0,1
24,15,382,171,0.25,0.0,0.0,,0.0,1,C,0,0,0,0,0,0,1
