,frame,x,y,ts,dst_px,dst_cm,speed_cms,angle,dir,box,wall_hit_B1B2,wall_hit_B2C,wall_hit_CD1,wall_hit_D1D2,wall_hit_CE1,wall_hit_E1E2,sharp_turns
0,3,338,285,0.05,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
1,3,338,285,0.05,2.24,0.02,,116.57,4,E1,0,0,0,0,0,0,0
2,4,339,283,0.07,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
3,4,339,283,0.07,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
4,5,339,283,0.08,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
5,5,339,283,0.08,2.24,0.02,,63.43,2,E1,0,0,0,0,0,0,1
6,6,338,281,0.1,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
7,6,338,281,0.1,1.41,0.01,,135.0,4,E1,0,0,0,0,0,0,0
8,7,339,280,0.12,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
9,7,339,280,0.12,2.24,0.02,,63.43,2,E1,0,0,0,0,0,0,1
10,8,338,278,0.13,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
11,8,338,278,0.13,1.41,0.01,,135.0,4,E1,0,0,0,0,0,0,0
12,9,339,277,0.15,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
13,9,339,277,0.15,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
14,10,339,276,0.17,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
15,10,339,276,0.17,2.0,0.02,,90.0,3,E1,0,0,0,0,0,0,0
16,11,339,274,0.18,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
17,11,339,274,0.18,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
18,12,339,273,0.2,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
19,12,339,273,0.2,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
20,13,339,272,0.22,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
21,13,339,272,0.22,1.0,0.01,,90.0,3,E1,0,0,0,0,0,0,0
22,14,339,271,0.23,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
23,14,339,271,0.23,2.0,0.02,,180.0,5,E1,0,0,0,0,0,0,0
24,15,341,271,0.25,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
25,15,341,271,0.25,1.41,0.01,,225.0,6,E1,0,0,0,0,0,0,0
26,16,342,272,0.27,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
27,16,342,272,0.27,3.0,0.02,,90.0,3,E1,0,0,0,0,0,0,0
28,17,342,269,0.28,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
29,17,342,269,0.28,2.0,0.02,,90.0,3,E1,0,0,0,0,0,0,0
30,18,342,267,0.3,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
31,18,342,267,0.3,3.0,0.02,,90.0,3,E1,0,0,0,0,0,0,0
32,19,342,264,0.32,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
33,19,342,264,0.32,3.16,0.03,,71.57,3,E1,0,0,0,0,0,0,1
34,20,341,261,0.33,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
35,20,341,261,0.33,3.0,0.02,,90.0,3,E1,0,0,0,0,0,0,0
36,21,341,258,0.35,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
37,21,341,258,0.35,1.41,0.01,,315.0,8,E1,0,0,0,0,0,0,1
38,22,340,259,0.37,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
39,22,340,259,0.37,1.41,0.01,,315.0,8,E1,0,0,0,0,0,0,1
40,23,339,260,0.38,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
41,23,339,260,0.38,1.0,0.01,,0.0,1,E1,0,0,0,0,0,0,1
42,24,338,260,0.4,0.0,0.0,,0.0,1,E1,0,0,0,0,0,0,1
