,name,dst_cm_B1,dst_cm_B2,dst_cm_C,dst_cm_D1,dst_cm_D2,dst_cm_E1,dst_cm_E2,time_B1,time_B2,time_C,time_D1,time_D2,time_E1,time_E2,sharps_B1,sharps_B2,sharps_C,sharps_D1,sharps_D2,sharps_E1,sharps_E2,speed_cms_mean,speed_cms_max,wall_hit_B1B2,wall_hit_B2C,wall_hit_CD1,wall_hit_D1D2,wall_hit_CE1,wall_hit_E1E2,dirs_1_B1,dirs_2_B1,dirs_3_B1,dirs_4_B1,dirs_5_B1,dirs_6_B1,dirs_7_B1,dirs_8_B1,dirs_1_B2,dirs_2_B2,dirs_3_B2,dirs_4_B2,dirs_5_B2,dirs_6_B2,dirs_7_B2,dirs_8_B2,dirs_1_C,dirs_2_C,dirs_3_C,dirs_4_C,dirs_5_C,dirs_6_C,dirs_7_C,dirs_8_C,dirs_1_D1,dirs_2_D1,dirs_3_D1,dirs_4_D1,dirs_5_D1,dirs_6_D1,dirs_7_D1,dirs_8_D1,dirs_1_D2,dirs_2_D2,dirs_3_D2,dirs_4_D2,dirs_5_D2,dirs_6_D2,dirs_7_D2,dirs_8_D2,dirs_1_E1,dirs_2_E1,dirs_3_E1,dirs_4_E1,dirs_5_E1,dirs_6_E1,dirs_7_E1,dirs_8_E1,dirs_1_E2,dirs_2_E2,dirs_3_E2,dirs_4_E2,dirs_5_E2,dirs_6_E2,dirs_7_E2,dirs_8_E2
66,Trial67,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,248.45,0.0,0.0,0.0,0.0,0.0,0.0,148.08,0.0,0.0,0.01,0.77,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.02,0.04,0.24,0.01,0.18,0.03,0.29,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Trial68,7.5,18.92,7.24,12.62,1.91,37.62,17.96,26.61,82.37,15.81,32.34,7.91,143.62,49.63,14.36,43.53,6.64,13.61,3.79,68.08,22.61,0.29,1.22,52,4,2,14,6,3,13.64,0.55,0.38,0.26,0.39,0.28,0.29,0.15,41.24,1.34,1.6,0.81,1.62,0.62,1.3,0.81,5.62,0.65,0.67,0.2,1.06,0.59,0.36,0.32,12.02,0.64,1.45,0.86,1.67,0.55,1.29,0.89,3.59,0.1,0.22,0.08,0.22,0.17,0.27,0.09,63.59,2.27,5.05,2.16,3.88,2.1,5.07,1.91,20.56,1.08,1.56,1.06,1.66,1.51,1.43,0.87
68,Trial69,13.22,14.67,14.25,10.63,0.0,30.97,26.7,70.72,62.95,56.96,35.46,0.0,96.06,86.58,37.84,32.75,28.8,16.85,0.0,42.55,39.9,0.27,0.92,146,5,6,0,7,10,36.65,0.51,0.96,0.71,1.12,0.67,1.15,0.59,31.25,0.84,1.07,0.48,1.85,0.59,0.98,0.65,27.25,0.67,1.09,0.68,1.76,0.64,1.19,0.84,15.62,0.45,0.67,0.68,2.04,0.44,0.6,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.99,1.58,4.71,1.38,2.11,1.7,5.49,1.58,36.3,1.74,3.52,1.45,2.95,1.52,2.73,1.65
69,Trial70,0.44,3.08,4.6,7.74,4.74,7.7,3.77,0.27,2.9,4.17,61.6,150.65,4.04,1.99,0.12,1.07,1.73,34.58,86.73,1.46,0.56,0.14,4.17,2,4,2,9,4,4,0.11,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.92,0.08,0.04,0.1,0.41,0.04,0.09,0.06,1.22,0.12,0.12,0.02,0.21,0.08,0.36,0.37,33.81,0.38,0.68,0.04,0.59,0.27,0.73,0.4,86.43,0.2,1.48,0.08,0.37,0.08,1.52,0.08,1.06,0.13,0.24,0.12,0.15,0.14,0.47,0.11,0.29,0.06,0.21,0.1,0.17,0.12,0.13,0.11
70,Trial71,1.48,34.27,25.08,26.87,1.57,42.43,5.12,9.0,131.19,69.42,72.29,4.96,105.71,16.09,5.13,63.33,30.67,32.47,2.56,44.99,7.72,0.34,1.2,18,22,12,6,11,6,5.02,0.06,0.03,0.07,0.09,0.01,0.06,0.05,59.14,2.26,3.03,1.8,4.99,2.46,3.15,1.75,27.79,1.73,1.65,0.83,4.78,2.21,1.49,1.1,29.3,1.2,2.23,1.64,3.44,1.48,2.27,1.74,2.39,0.08,0.08,0.05,0.08,0.08,0.15,0.06,40.43,2.16,5.81,2.16,2.94,2.2,5.68,1.94,6.82,0.28,0.69,0.27,0.36,0.19,0.51,0.52
71,Trial72,2.08,13.2,10.28,13.46,1.26,12.7,0.0,7.91,52.62,20.3,41.34,139.82,38.5,0.0,4.08,27.59,9.2,20.17,83.41,17.54,0.0,0.18,1.05,24,7,7,1,4,0,3.91,0.14,0.21,0.19,0.14,0.08,0.06,0.01,26.33,0.67,0.72,0.56,1.42,0.64,0.64,0.54,8.11,0.52,0.22,0.26,1.46,0.65,0.39,0.55,18.4,0.68,1.06,0.64,1.61,0.61,0.79,0.97,83.35,0.02,0.06,0.0,0.13,0.02,0.15,0.02,15.81,0.84,1.35,0.53,1.17,0.74,1.92,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Trial73,3.32,26.14,5.1,0.0,0.0,51.6,9.04,16.88,98.13,13.21,0.0,0.0,233.69,28.01,9.05,48.51,5.68,0.0,0.0,118.48,13.41,0.24,1.04,47,5,0,0,7,2,8.74,0.11,0.26,0.22,0.28,0.1,0.22,0.18,45.71,1.46,2.38,1.32,3.15,1.1,2.45,1.21,4.89,0.67,0.62,0.04,0.54,0.61,0.46,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.3,3.09,5.81,1.93,5.58,3.16,5.39,1.72,12.21,0.61,0.83,0.48,0.67,0.61,0.86,0.51
73,Trial74,7.34,47.73,19.59,14.07,2.58,29.67,5.46,29.78,154.31,32.69,31.07,7.15,75.53,16.73,15.65,76.01,13.23,13.29,3.4,32.86,7.86,0.36,1.29,82,13,10,8,9,2,14.92,0.37,0.51,0.33,0.49,0.45,0.48,0.29,70.23,2.53,3.87,2.43,3.92,2.56,4.11,2.78,11.45,0.89,0.89,0.66,3.09,0.93,0.9,0.77,11.56,0.67,0.88,0.82,1.83,0.95,0.92,0.98,3.14,0.12,0.26,0.04,0.22,0.12,0.28,0.1,29.28,1.59,4.4,1.72,1.91,1.35,3.41,1.58,6.8,0.58,0.67,0.23,0.52,0.29,0.52,0.41
74,Trial75,0.0,4.14,5.75,5.65,0.0,57.71,41.79,0.0,14.57,13.87,13.01,0.0,199.65,219.35,0.0,7.03,5.77,5.52,0.0,94.48,114.04,0.25,1.0,0,2,2,0,2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,0.29,0.32,0.2,0.52,0.32,0.35,0.08,5.26,0.2,0.63,0.26,0.99,0.3,0.39,0.28,4.99,0.2,0.37,0.29,0.98,0.24,0.41,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1,3.4,7.07,2.9,5.49,3.04,7.08,3.51,108.73,3.02,4.98,1.6,4.59,2.78,3.84,1.85
75,Trial76,2.62,20.38,11.23,15.53,0.0,34.99,8.96,15.26,113.19,30.4,51.4,0.0,118.46,33.39,8.17,60.76,14.13,24.24,0.0,55.83,17.27,0.26,2.78,20,8,4,0,6,11,7.87,0.11,0.28,0.12,0.17,0.22,0.22,0.15,58.98,0.94,1.28,0.84,2.07,1.15,1.77,0.77,13.37,0.41,0.9,0.29,1.82,0.45,0.69,0.28,22.61,0.55,1.51,0.96,1.79,0.9,1.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.59,1.52,5.64,1.49,2.66,1.43,4.27,1.36,16.18,0.58,0.82,0.33,0.88,0.38,0.44,0.39
76,Trial77,8.66,13.32,12.75,27.67,2.97,62.63,45.75,30.48,31.17,33.27,80.48,6.46,123.26,108.81,15.76,15.02,15.66,37.19,2.72,51.54,47.32,0.42,1.11,98,14,10,4,18,27,14.93,0.39,0.65,0.45,0.54,0.29,0.65,0.36,13.87,0.68,0.49,0.39,1.55,0.74,0.52,0.43,13.59,1.0,0.8,0.81,1.28,0.82,0.69,0.94,34.29,1.14,1.75,1.94,4.05,1.39,2.02,1.63,2.31,0.17,0.28,0.2,0.37,0.12,0.22,0.2,44.46,2.71,8.76,3.15,2.37,2.57,7.1,2.71,41.84,2.83,5.56,2.59,3.75,2.42,4.08,2.11
77,Trial78,5.48,26.37,2.63,0.0,0.0,64.12,16.64,24.96,98.06,9.35,0.0,0.0,227.45,61.57,12.2,47.22,4.63,0.0,0.0,107.85,29.96,0.27,1.32,62,5,0,0,1,7,11.81,0.17,0.95,0.28,0.51,0.23,0.8,0.2,44.6,1.33,2.75,1.16,4.12,1.2,2.37,1.21,4.17,0.28,0.54,0.05,0.21,0.06,0.12,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.85,4.36,8.13,3.41,6.76,2.96,7.74,4.03,28.08,1.16,1.87,0.72,2.21,0.79,1.42,0.63
78,Trial79,6.51,25.21,21.05,35.4,30.09,53.09,30.09,16.78,53.36,35.51,66.61,62.75,107.38,83.91,7.2,24.18,15.96,28.51,25.34,44.13,37.51,0.47,1.93,36,17,14,24,17,22,6.44,0.42,0.88,0.49,0.39,0.41,0.72,0.3,21.35,1.81,1.34,0.94,2.93,1.3,1.33,0.96,13.23,1.36,1.27,0.6,2.19,0.82,0.6,1.2,24.93,1.54,1.46,2.2,4.69,1.57,1.6,1.91,21.06,1.87,3.35,1.42,2.17,2.37,3.39,1.96,38.04,2.24,7.01,2.22,2.28,2.84,7.21,2.48,33.7,1.94,3.34,1.86,2.62,2.12,3.19,1.49
79,Trial80,12.56,31.13,20.56,0.0,0.0,61.89,10.4,61.55,90.78,57.31,0.0,0.0,164.02,30.95,32.46,42.2,25.77,0.0,0.0,71.47,14.26,0.34,0.9,88,32,0,0,23,2,31.28,0.47,1.09,0.66,1.1,0.6,1.07,0.6,39.61,1.51,1.87,1.17,5.52,1.89,1.78,1.03,22.82,2.33,2.11,0.44,1.99,2.4,1.76,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,3.73,7.53,3.0,5.04,3.59,8.44,2.92,12.7,0.71,1.33,0.52,0.99,0.4,1.14,0.75
